"company_number","index_membership","se_code","name"
9854,0,"CLEAR D","ClearDebt Group plc"
9855,0,"PRCJ  D","Premier Direct Group plc"
9856,0,"HIXX  *","Hidden Hearing plc"
9857,0,"MEEA  4","Media Content"
9858,0,"FIMIS J","Firestone Diamonds plc"
9859,0,"METSA 1","Metnor Group plc"
9860,0,"INIGT Y","Income & Growth Trust 'Inc'"
9861,0,"INLJK P","Inter Link Foods plc"
9862,0,"MURT  C","Murray Extra Return'Inc'"
9863,0,"MURT  C","Murray Extra Return'Cap'"
9864,0,"TRIUKT5","Tribune UK Tracker plc"
9865,0,"ALNXX S","Allied Zurich plc"
9866,0,"CAIRBC8","Cains Beer Company plc"
9867,0,"CSCAPE2","cScape Group plc"
9868,0,"PCFGRP","PCF Group plc"
9869,0,"GAMR  M","Gartmore SNT plc 'Inc'"
9870,0,"GAMR  M","Gartmore SNT plc 'Cap'"
9871,0,"FAJW  V","Fairview Holdings plc"
9872,0,"TEOOI F","Terranova Foods plc"
9873,0,"EXJL  V","Exeter Enhanced Income Fund"
9874,0,"FISRAA3","First Active plc"
9875,0,"NAOQ  X","Natural Building Materials p"
9876,3,"ARTEMIC","Artemis Alpha Trust plc"
9877,0,"OLLLD H","Old Monk Company plc"
9878,0,"ABRDJ ","abrdn Japan Inv Trust plc"
9879,0,"CODSN K","Collective Assets Trust"
9880,0,"CICOG N","City of Oxford Gd Inc Tr Ord"
9881,0,"CICOG N","City of Oxford Gd Inc Tr Inc"
9882,0,"ALLSOFR","Allocate Software plc"
9883,0,"VIVET O","Virtual Internet plc"
9884,0,"INYBKPZ","INVESCO Recovery 2005"
9885,0,"NEXGRO","NEX Group plc"
9886,0,"SINFR 9","Singer & Friedlander AIM VCT"
9887,0,"CONSN O","Connaught plc"
9888,0,"MONT  W","Monthly High Income Tr'Grd'"
9889,0,"PREM  L","Premier Equity Inc&Bond'Inc'"
9890,0,"PREM  L","Premier Equity Inc&Bond'Cap'"
9891,0,"ARWHP 3","Artisan (UK) plc"
9892,0,"BLUEHOO","Bluehone AiM VCT plc"
9893,0,"FIGOUA5","Financial Objects plc"
9894,0,"BIJN  3","Bioglan Pharma plc"
9895,0,"IMALNXS","Imagelinx plc"
9896,0,"WIGUA J","Willington plc"
9897,0,"YEUST 3","Yeoman Investment Tr'Inc'"
9898,0,"YEUST 3","Yeoman Investment Tr'Cap'"
9899,0,"ALBIDEY","Albion Development VCT plc"
9900,0,"JUOLBAM","Jupiter Enhanced I T 'Inc'"
9901,0,"NBHA  3","NBA Quantum"
9902,0,"ACCN  K","Acorn Income Fund"
9903,0,"ENZE  R","Enhanced Zero Trust plc"
9904,0,"AMAMARU","Ambrian plc"
9905,0,"SYPV  5","Synstar plc"
9906,0,"SPCAP 3","Sports Internet Group"
9907,0,"AXCA  2","Axon Group plc"
9908,0,"GARHI K","Gartmore High Income Trust"
9909,0,"GOZAC B","Govett Enhanced Income IT"
9910,0,"BGIEDWB","BGI Endowment Fund III"
9911,3,"BMOPRI","BMO Private Equity Trust"
9912,3,"MACUGPC","Martin Currie Glbl Ptflio Tr"
9913,0,"MOMOR K","Morse plc"
9914,0,"BLAHBLP","Blue Planet Investment Trust"
9915,0,"SABMLR*","SABMiller"
9916,0,"CALVIM0","Canary Wharf plc"
9917,0,"MEMLA B","Merrill Lynch Ast Alct'Grw'"
9918,0,"SHHCP 9","Sherry FitzGerald Group"
9919,0,"EDFA  1","Edinburgh Income&Value Trust"
9920,0,"MOBUESD","Mobeus Income & Growth 4 VCT"
9921,0,"AFFC  L","Affinity Internet plc"
9922,0,"MININGF","Mining Investments Resources"
9923,0,"NOEEN E","Northern 2 VCT plc"
9924,0,"BRSMT I","British Smlr Tech Cos VCT"
9925,0,"JPFLMAX","JPMorgan Fleming Inc&Gr'Cap'"
9926,0,"JPFLMAX","JPMorgan Fleming Inc&Gr'Inc'"
9927,0,"CRCAV N","Chrysalis A VCT"
9928,0,"BETB  0","Bell Group plc"
9929,0,"CHELUD","Chelverton UK Dividend Trust"
9930,0,"REDLTD0","red24 plc"
9931,0,"HEGLDG3","Hephaestus Holdings plc"
9932,0,"GLTLO W","Glotel plc"
9933,0,"COLUD L","Comprehensive Business Svs"
9934,1,"ANAAL Q","Anglo American plc"
9935,0,"NEGD  *","New Fulcrum Investment Tr"
9936,0,"COOLI U","Coolabi plc"
9937,0,"MOCHN Q","Money Channel plc"
9938,0,"HOTGRPQ","hotgroup (the) plc"
9939,1,"UNOUP 0","Unite Group plc"
9940,0,"GRPNBT2","Group NBT"
9941,0,"PRHIT 7","Premier High Income Trust"
9942,0,"INMEQ P","Intermediate Equity plc"
9943,0,"STSAS N","Stenoak Associated Services"
9944,2,"FUTYHIE","Future plc"
9945,0,"HOHER M","Host Europe plc"
9947,0,"CPRSE C","CPL Resources plc"
9948,0,"MACEI P","Martin Currie Enhanced Inc T"
9949,0,"TECHG T","Terence Chapman Group"
9950,0,"EIEIR H","Eircom plc"
9951,0,"OLLTYU","Old Mutual Ltd"
9952,0,"CORUM Q","Corum plc"
9953,0,"TOTTH X","Top Ten Holdings plc"
9954,0,"BACOR H","Baron Corporation"
9955,0,"HAHLD Z","Hartest Holdings plc"
9956,0,"KCOGP P","KCOM Group plc"
9957,0,"RDLGR C","RDL Group plc"
9958,0,"INIVA G","Intrinsic Value plc"
9959,0,"CLOSE 3","Close FTSE100 Trust'Inc'"
9960,0,"CLOSE 3","Close FTSE100 Trust'Cap'"
9961,0,"KIWARAI","Kiwara plc"
9962,2,"LIONH 9","Liontrust Asset Management"
9963,0,"GOVETAM","Govett European Enhanced IT"
9964,0,"PREMBA5","Premium Bars & Restaurants"
9965,0,"FREES X","Freeserve plc"
9966,0,"CARILLG","Carillion plc"
9967,0,"TETRI 2","Technology & Income Trust"
9968,0,"TETRI 2","Technology & Income Tr Inc"
9969,0,"GAPLAY7","Gameplay plc"
9970,0,"FRAMSEU","Framlington Second Dual Trst"
9971,0,"COMGTH2","Commodity Growth plc"
9972,0,"LONASIK","London Asia Capital plc"
9973,0,"PRIACP4","Prime Active Capital plc"
9974,0,"ZETB  L","Zero Pref Growth Trust'Gr'"
9975,0,"RDRFG 8","RDF Group plc"
9976,0,"EXFS  O","Exchange FS Group"
9977,0,"FILO  6","Finsbury Smaller Cos Tr 'A'"
9978,0,"FINSB D","Finsbury Smlr Quoted Cos Tr"
9979,0,"MERUP Y","Mercury Group plc"
9980,0,"CLPDG S","Clipper Ventures plc"
9981,0,"IFTAQ A","IFTE plc"
9982,0,"SIER  J","Signcorp plc"
9983,0,"TOHJK A","Tolent plc"
9984,0,"MGTL  7","MG plc"
9985,0,"WILIN 5","WILink plc"
9986,0,"ABRXUSQ","Abraxus Investments plc"
9987,0,"ONVN  S","Oneview.net plc"
9988,0,"MOFDM S","Monotub Industries plc"
9989,0,"TRADU Q","Tradus plc"
9990,0,"SETST E","Setstone plc"
9991,0,"INVENH","Invesco Enhanced Income Ltd"
9992,0,"EAVYS E","Easyscreen plc"
9993,0,"CASTEP4","Castleton Technology plc"
9994,0,"ROCKWO","Rockwood Strategic plc"
9995,0,"TITIME0","Timestrip plc"
9996,0,"LAFIT 1","LA Fitness plc"
9997,0,"PUPAC 9","Pure Entertainment Games plc"
9998,0,"CONCHAS","Conchango plc"
9999,0,"ADDDH 1","Adaptive Venture Managers"
10000,0,"THUGP X","THUS Group plc"
10001,0,"FOLIN C","Foresight Technology VCT'C'"
10002,0,"GARBLNW","Gartmore Balanced Assets Tr"
10003,0,"TERTIAN","Tertiary Minerals plc"
10004,0,"BFAR  5","BFS Absolute Return Tr'Inc'"
10005,0,"BFAR  5","BFS Absolute Return Tr'Cap'"
10006,0,"EXJLT I","Exeter Equity Gr&Inc Fund"
10007,0,"ZNAR  C","Zoa Corporation plc"
10008,2,"DOGRP M","Domino's Pizza Group plc"
10009,0,"TETRES","Tethyan Resources plc"
10010,0,"JPLWSEL","JPMorgan Elect'Man Gr'"
10011,0,"CHCNF 5","Channelfly plc"
10012,0,"JAGN  8","Jamies Bars plc"
10013,0,"ACEEI Y","ACM European Enhanced Inc Fu"
10014,0,"JUDGT G","Jupiter Dividend & Growth"
10015,0,"ECKOH 4","Eckoh plc"
10016,0,"ALPAC 7","Alpha Accident Management"
10017,0,"SYSUG F","Systems Union Group"
10018,0,"PEAHI F","Peacock Group plc"
10019,0,"MUJGI 5","Murray Japan Growth&Income"
10020,0,"SDJP  C","SDL plc"
10021,0,"NEXFI 1","Next Fifteen Communications"
10022,0,"INSIGA","Insig AI plc"
10023,0,"EDHWI 8","Edinburgh High Income plc"
10024,0,"DCDME B","DCD Media plc"
10025,0,"EPAFCPF","EP&F Capital plc"
10026,0,"RTMLA 3","RTS Networks plc"
10027,0,"SARSSAI","Sarossa plc"
10028,0,"BLQU  Y","Blooms of Bressingham plc"
10029,0,"CLOSF 0","Close FTSE100 Inc&Growth Fnd"
10030,0,"MEMRS 1","Melrose Resources plc"
10031,0,"DEOPETO","DEO Petroleum plc"
10032,0,"VEIK  V","Veos plc"
10033,0,"AICLA 8","AI Claims Solutions"
10034,0,"SHFLB K","JellyWorks plc"
10035,0,"TRFD  7","Transense Technologies plc"
10036,0,"INTYE N","Internet Indirect plc"
10037,0,"HOTRM *","Horizon Technology Group"
10038,0,"COCRY *","Country & Metropolitan plc"
10039,0,"ACQHL 0","Acquisitor plc"
10040,0,"REDSE *","Retail Decisions plc"
10041,0,"ACTGR 3","Actif Group plc"
10042,0,"TOOSL O","Totally plc"
10043,0,"PRPEQ H","Private Equity Investor plc"
10044,0,"EAGHOLQ","Eagle-i Holdings plc"
10045,0,"EAIU  O","easier plc"
10046,0,"HANCAPY","Hanover Capital plc"
10047,0,"SCIPA 0","Scipher plc"
10048,0,"ABMX  M","Aberdeen Football Club plc"
10049,0,"JUJTK A","J2C plc"
10050,0,"QUOZB T","Quester VCT 3"
10051,0,"IDNC  V","Ideal Shopping Direct"
10052,0,"INTIJ E","Interactive Investor Interna"
10053,0,"IMIMA Z","Imagestate plc"
10054,0,"FINSAGL","Finsaga plc"
10055,0,"ENTPAS2","enterpriseAsia plc"
10056,0,"EUSCA G","European Tech & Inc 'Inc'"
10057,0,"EUSCA G","European Tech & Inc 'Cap'"
10058,0,"ARTILIW","Artilium plc"
10059,0,"PEBQB L","Peel Hunt plc"
10060,0,"VALIR K","ValiRx plc"
10061,0,"BLACBI","Blackbird plc"
10062,0,"MORET T","MotionPoster plc"
10063,0,"DAOZA E","Dataflex plc"
10064,0,"EICOM G","Eicom plc"
10065,0,"INKIXAF","InTechnology plc"
10066,0,"MAEMT C","nanoUniverse plc"
10067,0,"EIGHTP","Eight Peaks Group plc"
10068,0,"TOKVA X","Topnotch Health Clubs"
10069,0,"BIODERX","Bioscience Investment Trust"
10070,0,"BRJSM Z","Bristol & West Investments"
10071,0,"MIRDA 9","Mirada plc"
10072,0,"WORTEGM","World Television Group"
10073,0,"VETELHZ","Vela Technologies plc"
10074,0,"EUUU  G","Eurovestech plc"
10075,0,"SOHHC K","Softtechnet.com plc"
10076,0,"PARME ","Parkmead Group plc"
10077,0,"LAMKLPR","Lastminute.com plc"
10078,0,"FUMZ  Y","Fulcrum Pharma plc"
10079,0,"FOSOL D","Focus Solutions Group plc"
10080,0,"PROENX","Prospex Energy plc"
10081,0,"ADVFN W","ADVFN plc"
10082,0,"RACYD N","Radio First plc"
10083,0,"OLEPLC","Oleeo plc"
10084,0,"OPTMISQ","Optimisa plc"
10085,0,"FRASN 6","Framlington NetNet'Ord'"
10086,0,"FRASN 6","Framlington NetNet'Grw'"
10087,0,"CHICB U","Chelford Group plc"
10088,0,"PATSYN*","Patsystems plc"
10089,0,"TILISC5","Tiziana Life Sciences plc"
10090,0,"KNOWL L","Knowledge Support Systems Gr"
10091,0,"ELECW *","Electric Word plc"
10092,0,"PAMED 5","Paradigm Media Investment"
10093,0,"VITOF U","Vianet plc"
10094,0,"ARJZ  5","Argonaut Games plc"
10095,0,"FISKE 9","Fiske plc"
10096,0,"ZOZOO S","Zoo Digital Group"
10097,0,"RSMTEG4","RSM Tenon Group plc"
10098,0,"PRLPPQF","Profile Therapeutics plc"
10099,0,"STWSW 4","Stratus Holdings plc"
10100,0,"EURPRO7","Eurocity Properties plc"
10101,0,"AIIB  9","AIM VCT 'C' plc"
10102,0,"GROFIBR","Griffin Mining"
10103,0,"BAWRB L","BATM Advanced Communications"
10104,0,"RAVH  E","Razorback Vehicles Corp"
10105,0,"DMGP  I","Dmatek plc"
10106,0,"ELMM  Q","Electronic Retailing Systems"
10107,0,"AMERES0","Amerisur Resources plc"
10108,0,"BSDCRO9","B.S.D.Crown Ltd"
10109,0,"OFTB  5","Offshore Tool & Energy Corp"
10110,0,"PIFTM C","Pilat Technologies Intnl"
10111,0,"MONDENO","Mondial English Holdings"
10112,0,"AQNO  6","Aquarius Platinum"
10113,0,"GLNFI B","Globalnet Financial.com'A'"
10114,0,"HIGHTX8","Hightex Group plc"
10115,0,"AFFMNGI","Afferro Mining Inc"
10116,0,"TEAMTKD","Teamtalk Media Group"
10117,0,"SKYHGHA","Sky High plc"
10118,0,"MAVSIXF","Maven Income & Growth VCT 6"
10119,0,"LELIG S","LeggMason Inv Inc&Growth Trs"
10120,0,"QUAST Y","QuadraNet plc"
10121,0,"GEGMP 7","Getmapping plc"
10122,0,"QUANBL","Quantum Blockchain Technlgs"
10123,0,"OXFDTB8","Oxford Technology 2 VCT"
10124,0,"LIONZ T","Liontrust Winners Inv Tr"
10125,0,"MAVINCI","Maven Income & Growth VCT"
10126,0,"BEBGG G","Beeson Gregory plc"
10127,0,"NEWNV 3","Newfound N.V."
10128,0,"THREEIO","3i European Technology Tr"
10129,0,"AMRKCNY","Amerindo Internet Fund 'A'"
10130,0,"CHCBV H","Chrysalis B VCT"
10131,0,"ETEAV Z","Ethical AIM VCT"
10132,0,"PROVZ N","ProVen VCT plc"
10133,3,"JPMJAS","JPMorgan Japan Sml Cap Gr&In"
10134,0,"GOTEGR","GoTech Group plc"
10135,0,"EUTQ  6","Eurotelecom Comms'A'"
10136,0,"INXON I","Inflexion plc"
10137,0,"SINFS 6","Singer & Friedlndr AIM 2 VCT"
10138,0,"BOLRA L","Bookham Technology"
10139,0,"ADRQC 1","Advanced Technology (UK)"
10140,0,"EYRTL 9","Eyretel plc"
10141,0,"SESVR C","ServicePower Technologies"
10142,0,"RWSHLD0","RWS Holdings plc"
10143,0,"IOMAG R","Iomart plc"
10144,0,"NESTE F","Netstore plc"
10145,0,"INBUGRZ","Internet Business Group plc"
10146,0,"NENSI 6","New Star Investment Trust"
10147,0,"EDUC  Y","Education Development Intl"
10148,0,"HELTHCZ","Healthcare Enterprise Group"
10149,0,"SIGCG W","Sigma Capital Group"
10150,0,"EUMTI N","European Monthly Inc Tr'Ord'"
10151,0,"EUMTI N","European Monthly Inc Tr'Ann'"
10152,0,"STOCK S","Stockcube plc"
10153,0,"WEMLG B","Weston Medical Group"
10154,0,"EBQUITU","Ebiquity plc"
10155,0,"RIDMNG0","Ridge Mining plc"
10156,0,"SCOTG V","Scotty Group SE"
10157,2,"BIDGHPG","Big Yellow Group plc"
10158,0,"TATNGLU","Tangent Communications"
10159,0,"ONECL S","OneClickHR plc"
10160,0,"WEBHOL5","Webis Holdings plc"
10161,0,"IFEE  P","I Feel Good (Holdings)"
10162,0,"STATA Y","Statpro Group plc"
10163,0,"CEVA  F","Ceva Inc"
10164,0,"EQGRP O","EQ Group plc"
10165,0,"IQEPLCL","IQE plc"
10166,0,"JAJBH X","JAB Holdings plc"
10167,0,"NETWIN9","Networkers International plc"
10168,0,"PANAFFJ","Pan African Resources"
10169,0,"INVY  E","Inventive Leisure plc"
10170,0,"MEMEF V","Mean Fiddler Music Group plc"
10171,0,"POPOD 2","Podia Group plc"
10172,0,"AELOQ 0","Aero Inventory plc"
10173,0,"QUSH  D","Quilter Global Enhncd Inc Tr"
10174,0,"WIRLT 4","Wireless Group plc"
10175,0,"ACUH  Z","Actinic plc"
10176,0,"MARTRAK","MarineTrack Holdings plc"
10177,0,"KNRTK I","Knowledge Management Softwar"
10178,0,"CATLYS8","Catalyst Media Group"
10179,0,"CONGONZ","Conroy Gold & Natural Resrcs"
10180,0,"WEATHIG","Weatherly International"
10181,0,"CLCVR X","Clipserver plc"
10182,0,"EGGY  Q","EGG plc"
10183,0,"WEACA A","Wealth Management Software"
10184,0,"BSOA  Y","BSoftB plc"
10185,0,"INISSAV","Innovation Group plc"
10186,0,"MEMDW M","Mediwatch plc"
10187,0,"NONAB 7","Non-League Media plc"
10188,0,"EDIZ  3","Edinburgh Pacific & Inc Tr"
10189,0,"GIDH  A","Giardino Group plc"
10190,0,"BASENTK","Basepoint plc"
10191,0,"HAROUPY","Harrogate Group plc"
10192,0,"MEVPM 3","Mettoni Group plc"
10193,0,"AVAVW M","Aviation Partners Worldwide"
10194,0,"LOEK  5","Lok'n Store Group plc"
10195,0,"ORCHS Q","Orchestream plc"
10196,0,"EMLQ  2","Emondo.com plc"
10197,0,"PRPAQ 0","Property Acquisition & Mgt"
10198,0,"TEFQU W","TeleCity plc"
10199,0,"ONTIT H","Online Travel Corporation"
10200,0,"BRAINCA","Braindock.com Inc"
10201,0,"GLODAP","GlobalData plc"
10202,0,"GATWAYZ","Gateway VCT plc"
10203,0,"INKII 6","Intec Telecom Systems"
10204,0,"BOSGLB","BOS GLOBAL Holdings Ltd"
10205,0,"ZENRCHO","Zen Research plc"
10206,0,"BIZACE3","Bizspace plc"
10207,0,"SEVIRES","7digital Group plc"
10208,0,"DAISYGO","Daisy Group plc"
10209,0,"POWEENS","Powerhouse Energy Group plc"
10210,0,"HLGH  H","HL Income & Growth Trust"
10211,2,"XPPOWLA","XP Power Ltd"
10212,2,"GEKPN 7","Genus plc"
10213,3,"ROBWQ W","Robert Walters plc"
10214,0,"ZYTA  S","Zytronic plc"
10215,0,"BERLY A","Berkeley Technology Ltd"
10216,0,"BUVHL D","Business Systems Group"
10217,0,"PEPMM L","Petra Multimedia plc"
10218,0,"GRBTA K","Granada Media plc"
10219,0,"MOBUIGP","Mobeus Income & Growth 2 VCT"
10220,0,"TUPOSYU","Turbo Power Systems Inc"
10221,0,"COMPBBN","Compass Software Group"
10222,0,"CLCOA 8","Claims Direct plc"
10223,0,"TALKTAA","TalkTalk Telecom Group plc"
10224,0,"PRMFB 4","Progressive Grd Inc Tr"
10225,0,"LILBEPC","Liberty plc"
10226,0,"GLPUAZO","Global Opport Trust'Cap'"
10227,0,"GLPUAZO","Global Opport Trust'Inc'"
10228,0,"IGROUPT","IG Group plc"
10229,0,"ISOUP R","iSOFT Group plc"
10230,0,"PENMC S","Penmc plc"
10231,0,"TRANB X","TranXenoGen Inc"
10232,0,"ADVBL L","Advance Value Realisation Co"
10233,0,"ALSDL I","Alterian plc"
10234,0,"EMOQ  I","Empire Interactive plc"
10235,0,"CLAKY 7","Clarity Commerce Solutions p"
10236,0,"HECJ  1","Health Clinic plc"
10237,0,"PRCVK 4","Premier Pacific Inc Fund"
10238,0,"RTCAA H","RTL Group plc"
10239,2,"TEFYH V","Telecom Plus plc"
10240,0,"CONGA C","Corvus Capital plc"
10241,0,"OAVLLPV","Oasis Healthcare plc"
10242,0,"FUTUG *","FuturaGene plc"
10243,0,"WHIRELE","W H Ireland Group plc"
10244,0,"DIDTA X","Dimension Data Holdings plc"
10245,0,"PREMAA8","Premier Asian Assets Tr'Inc'"
10246,0,"PREMAA8","Premier Asian Assets Tr'Cap'"
10247,0,"BIOSKKS","BioSeek plc"
10248,0,"FORBA 7","Forever Broadcasting plc"
10249,0,"INDII I","Independent Intl Inv Resrch"
10250,0,"INDVSNP","IndigoVision Group plc"
10251,0,"ITOA  6","iTouch plc"
10252,0,"WORKSYQ","WorkPlace Systems Intnl plc"
10253,0,"POQBA W","Potential Finance Group plc"
10254,0,"ONIST 7","OneSaturday plc"
10255,0,"VENTRAZ","Venturia plc"
10256,0,"DMPLC D","DM plc"
10257,0,"AXTSE A","Axiomlab plc"
10258,0,"CONPS O","Continuum Payment Solutions"
10259,0,"BVGR  9","BV Group plc"
10260,0,"ZYZYZ K","Zyzygy plc"
10261,0,"WAING *","WAP Integrators plc"
10262,0,"CLOFT N","Close Finsbury EuroTech Trst"
10263,0,"INMKS Q","InterClubNet plc"
10264,0,"POIO  G","Po Na Na plc"
10265,0,"CMSW  N","CMS WebView plc"
10266,0,"COMSWNW","Computer Software Group plc"
10267,0,"IDIDN T","IDN Telecom plc"
10268,0,"BIJLC E","BioFocus plc"
10269,0,"FRATA 3","Framlington Hlth & Inc Fund"
10270,0,"JEELP O","Jersey Electricity plc 'A'"
10271,0,"NOREH F","Northern AIM VCT"
10272,0,"SHACAPG","Shore Capital Group Ltd"
10273,0,"JUSCAR8","Just Car Clinics Group plc"
10274,0,"STILO D","Stilo International plc"
10275,0,"PEMT  *","Petrel Resources plc"
10276,0,"AUEN  U","AuIron Energy plc"
10277,0,"MECMA 2","Medical House plc"
10278,0,"STAVV Z","Starvest plc"
10279,0,"OVIINV*","Ovidia Investments plc"
10280,0,"SPRHA J","Sports Resource Group plc"
10281,0,"MEBBC L","Media Square plc"
10282,0,"HEMIC B","Henderson European Micro Tr"
10283,0,"STAGIBG","Stanley Gibbons Group"
10284,0,"PROJE Z","Project Telecom plc"
10285,0,"AVASEO6","Avanta Serviced Office Group"
10286,0,"WOORU 0","World Travel Holdings plc"
10287,0,"ARCQMNO","ARC International plc"
10288,0,"PLAYW X","Playwize plc"
10289,1,"DEPHA G","Dechra Pharmaceuticals plc"
10290,0,"EXESM 2","Exeter Smaller Cos Income Fd"
10291,0,"XTLB  C","XTL Biopharmaceuticals plc"
10292,0,"APAPA *","Apace Media Group plc"
10293,0,"FUSI  3","Fusion Oil & Gas plc"
10294,0,"COCHT R","Company Health Group plc"
10295,0,"CHCVT Y","Chrysalis C VCT"
10296,0,"PCIPAL","PCI-PAL plc"
10297,0,"PRDG  L","Premium Trust'Cap'"
10298,0,"INIQLJ7","Innogy plc"
10299,0,"MUSIA U","Music Choice Europe plc"
10300,0,"RETDIGT","Retec Digital plc"
10301,0,"WMRC  I","WMRC.com plc"
10302,0,"SYNCE Z","Synigence plc"
10303,0,"MERHGP2","Merchant House Group"
10304,0,"ESDNESK","Essenden plc"
10305,0,"IDDGP 6","ID Data Group plc"
10306,0,"ORBKJ 8","Orbital Software Holdings pl"
10307,0,"SPRHAA*","Sportscard Group plc"
10308,0,"CYCHLDQ","CYC Holdings plc"
10309,0,"PHOXX I","Photo-Scan plc"
10310,0,"TTPCOMQ","TTP Communications plc"
10311,3,"INDXX 9","Independent Investment Trust"
10312,0,"SVMUE M","SVM UK Emerging Fund"
10313,0,"AVAPN 5","Avanti Partners plc"
10314,0,"USGRI 0","US Growth & Income Fund"
10315,0,"INVBZ O","Investec European Gr&Inc Tr"
10316,0,"LATGR U","Lattice Group plc"
10317,2,"CARNPCY","Carnival plc"
10318,0,"MECORP2","Media Corporation"
10319,2,"IWGPL ","IWG plc"
10320,0,"PREMUDG","Premier UK Dual Retn Tr'Inc'"
10321,0,"PREMUDG","Premier UK Dual Retn Tr'Cap'"
10322,0,"LEGMT 4","LeggMason Inv American Asset"
10323,0,"AMRIVSE","American Inv Trust"
10324,0,"AMRIVSE","American Inv Trust'Ann'"
10325,0,"RAINT P","Raft International plc"
10326,0,"ITISA 2","ITIS Holdings plc"
10327,0,"NCIOO S","nCipher plc"
10328,0,"BLACNES","BlackRock New Energy Inv Tr"
10329,2,"TPICPL","TP ICAP Group plc"
10330,0,"RESOIN4","Resources in Insurance Group"
10331,0,"XENETEX","Xenetic Biosciences plc"
10332,0,"LOMMEDJ","Lombard Medical plc"
10333,0,"LIARD P","Lighthouse Group plc"
10334,0,"AUURC A","Autonomy Corporation plc"
10335,0,"BELMDAG","Bella Media plc"
10336,0,"CINCA O","CI Income Fund"
10337,0,"BEDMM S","Bede plc"
10338,0,"ROYLO 6","Royal London Gr & Inc Gd Ord"
10339,0,"YOYSP P","Your Space plc"
10340,0,"PREMAGX","Premier Absolute Gr&Inc"
10341,0,"KAYCVTW","Kings Arms Yard VCT 2 plc"
10342,0,"NRXTT E","NRX Global Corporation"
10343,0,"CHARTAB","Charteris plc"
10344,0,"KIDD  F","Kidde plc"
10345,0,"FFAST 9","FFastFill plc"
10346,0,"MMUA  Q","Medical Marketing Intnl Gp"
10347,2,"EASYA F","easyJet plc"
10348,0,"INIGV S","Income & Growth VCT(The) plc"
10349,0,"EXPOC C","Expocentric plc"
10350,0,"FIFAO 9","FirstAfrica Oil plc"
10351,0,"RENEH R","ReNeuron Holdings plc"
10352,0,"ADMX  0","Advance Visual Communication"
10353,2,"EUROPP","European Opportunities Trust"
10354,0,"SILENAK","Silentpoint plc"
10355,0,"WORLS F","World Life Sciences plc"
10356,0,"TOORA P","Totalise plc"
10357,0,"INREC W","Individual Restaurant Co"
10358,0,"KENSG E","Kensington Group plc"
10359,0,"PEKX  U","Personal Group Holdings"
10360,0,"SPHLDGS","SP Holdings plc"
10361,0,"ARKKQ W","Arlington Group Limited"
10362,0,"DAPMD Q","Datamonitor plc"
10363,0,"EUGIT D","Euro Growth & Income Tr'Cap'"
10364,0,"EUGIT D","Euro Growth & Income Tr'Inc'"
10365,0,"GENEG P","Genetix Group plc"
10366,0,"RELGELZ","Reliance GeneMedix plc"
10367,0,"BRAM  9","Bradford & Bingley plc"
10368,0,"PIPEHKT","PipeHawk plc"
10369,0,"MITES A","Mission Testing plc"
10370,0,"CALDNRS","Caledon Resources plc"
10371,0,"HIDGO 4","Hidefield Gold plc"
10372,1,"FLENTE","Flutter Entertainment plc"
10373,0,"SEFRE E","Sefton Resources Inc"
10374,0,"SURJK Z","Surface Technology Systems"
10375,0,"KOPDAT*","Kopane Diamond Developments"
10376,0,"MAVGTH0","Maven Income & Growth VCT 5"
10377,0,"PRMINV","Primorus Investments plc"
10378,0,"RIVST 6","Riversoft plc"
10380,0,"IMSND P","Imagesound plc"
10381,0,"ARCONTJ","Arcontech Group plc"
10382,0,"FLMG  3","Fleming Managed Growth 'C'"
10383,0,"JPLWSEL","JPMorgan Elect'Man Inc'"
10384,0,"PROGLC5","Progility plc"
10385,0,"ALRGY 8","Alkane Energy plc"
10386,0,"BRBTG U","Britannic Global Income Tr"
10387,0,"TANFLD2","Tanfield Group plc"
10388,0,"ENRIO S","Environmental Polymers plc"
10389,0,"INEDIAG","Incisive Media plc"
10390,0,"CYBAZ F","Cyberes plc"
10391,0,"CONEN K","Conder Environmental"
10392,0,"IDXX  4","IDOX plc"
10393,0,"DYNCO F","Dynamic Commercial Finance"
10394,0,"RENAIM0","Rensburg AIM VCT plc"
10395,0,"INTCEDX","Intercede Group plc"
10396,0,"XPLOITR","XploITe plc"
10397,0,"ALBTEG","Albion Technology & Gen VCT"
10398,0,"GALAHA6","Galahad Gold plc"
10399,3,"LINDSAD","Lindsell Train Inv Trust"
10400,0,"TIGROY","Tiger Royalties & Investment"
10401,0,"INNOBO2","Innobox plc"
10402,0,"GAGON A","Galleon Holdings"
10403,0,"MIKZ  F","Minco plc"
10404,0,"PORTLTT","Portman Ltd"
10405,0,"BARSEV","Baronsmead Second Venture Tr"
10406,0,"EAPRTP1","Earthport plc"
10407,0,"SADOT 5","Sadot Research & Devt Fund"
10408,0,"SPGBT W","Sportingbet plc"
10409,0,"FORSS G","Forest Support Services plc"
10410,0,"NOBLEIS","Noble Investments (UK)"
10411,0,"WARTA Z","Warthog plc"
10412,0,"ORANA R","Orange SA"
10413,0,"SUPPTA9","Supporta plc"
10414,-1,"COKUN Z","Compass Group plc"
10415,0,"GEAROPE","Geared Opportunities Inc Tr"
10416,0,"ENCOIL5","EnCore Oil plc"
10417,0,"ADFLC *","Advanced Fluid Connections"
